0.0 1.0
0.0 1.0
0.0 1.0
0.0 1.0
0.0 1.0
0.0 1.0
0.0 1.0
0.0 1.0
0.0 1.0
0.0 1.0
0.0 1.0
0.0 1.0
0.0 1.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
1.0 0.0
0.6157016053107576 0.3842983946892424
0.5214346609114957 0.47856533908850435
0.44815601627447516 0.5518439837255249
0.3827354845746731 0.6172645154253269
0.3258041312594577 0.6741958687405424
0.2759676912038338 0.7240323087961662
0.23315365493190984 0.7668463450680901
0.19671887007882882 0.8032811299211712
0.1645605177846085 0.8354394822153914
0.13837064101688545 0.8616293589831145
0.11563126610215516 0.8843687338978448
0.09688446101789921 0.9031155389821008
0.08046393481762418 0.9195360651823759
0.06680750032750168 0.9331924996724983
0.05649947663170177 0.9435005233682983
0.04626040129594011 0.9537395987040599
0.03862819052081473 0.9613718094791852
0.0326739341392263 0.9673260658607737
0.02632955989285079 0.9736704401071492
0.02179644770122937 0.9782035522987707
0.018798959102085327 0.9812010408979146
0.015125341808193877 0.9848746581918062
0.012790412568379796 0.9872095874316202
0.01073164996802985 0.9892683500319701
0.008665340240455122 0.9913346597595449
0.007352540652200845 0.9926474593477992
0.00605185474798341 0.9939481452520167
0.004901979114396141 0.9950980208856038
0.0043297280914093034 0.9956702719085907
0.0031705564858515336 0.9968294435141485
0.002772110570528517 0.9972278894294715
0.0029149985766987003 0.9970850014233013
0.0015880456344201154 0.99841195436558
0.0011429976087623055 0.9988570023912376
0.0028675004746106358 0.9971324995253894
0.0008366799690460179 0.999163320030954
0.000620897121522547 0.9993791028784775
0.0012112578925585517 0.9987887421074415
0.0004645421519822549 0.9995354578480178
0.0 1.0
0.0 1.0
0.0 1.0
0.10980164934302152 0.8901983506569785
